id,departLane,arrivalLane,vType,step1_duration,step1_routeLength,step1_waitingTime,step1_stopTime,step1_timeLoss,step4_duration,step4_routeLength,step4_waitingTime,step4_stopTime,step4_timeLoss,depart_lon,depart_lat,arrival_lon,arrival_lat
t_20211128_4091476_3,846888239#0_0,492909459_1,DEFAULT_VEHTYPE,502.0,14568.18,0.0,0.0,72.6,503.0,14568.18,0.0,0.0,59.8,139.826026,35.783091,139.912018,35.887453
t_20211128_4819048_1,175918336#0_1,342031866#4_1,DEFAULT_VEHTYPE,221.0,2082.53,24.0,0.0,50.55,205.0,2082.53,42.0,0.0,66.94,139.724899,35.901414,139.72088,35.904899
t_20211003_1114024_1,120273887#1_1,120273844#1_1,DEFAULT_VEHTYPE,59.0,577.19,0.0,0.0,9.11,53.0,578.83,0.0,0.0,9.79,,,139.697652,36.007235
t_20211003_548166_1,-102695241#0_1,-223489476#1_1,DEFAULT_VEHTYPE,272.0,2492.44,29.0,0.0,105.84,270.0,2492.44,48.0,0.0,108.85,139.698212,35.801073,139.719602,35.793266
t_20211010_474706_1,-162056963#6_1,-100827870#1_1,truck,233.0,2011.35,34.0,0.0,90.48,221.0,2011.35,36.0,0.0,95.68,139.696625,35.816038,139.696969,35.80417
t_20211121_1041432_1,28186396#1_1,228026165#7_1,DEFAULT_VEHTYPE,73.0,678.14,11.0,0.0,25.67,74.0,678.14,5.0,0.0,20.15,139.797699,35.84979,139.795567,35.849504
t_20211121_479735_1,-472326389#24_0,119329304_1,DEFAULT_VEHTYPE,62.0,815.44,0.0,0.0,7.78,65.0,815.44,0.0,0.0,7.88,139.752521,36.002463,,
t_20211024_1082338_1,846888239#0_0,43992701#2_1,DEFAULT_VEHTYPE,296.0,4776.53,36.0,0.0,95.45,308.0,4776.53,22.0,0.0,56.66,139.826026,35.783091,139.827324,35.787478
t_20211121_1203982_1,-162056963#6_1,-100827870#1_1,DEFAULT_VEHTYPE,159.0,1496.62,7.0,0.0,38.61,159.0,1496.62,10.0,0.0,41.25,139.696625,35.816038,139.696969,35.80417
t_20211114_111553_1,-798745729#4_1,277743732#1_1,truck,106.0,801.23,21.0,0.0,51.45,109.0,801.23,24.0,0.0,54.15,139.698405,36.007575,,
t_20211010_4100970_1,426156937#0_1,-426156937#0_1,DEFAULT_VEHTYPE,106.0,1809.77,0.0,0.0,12.4,131.0,1809.77,0.0,0.0,13.64,139.91074,35.988906,139.91074,35.988906
t_20211024_2102977_1,1019666874#3_1,120162123#1_1,DEFAULT_VEHTYPE,569.0,3676.18,183.0,0.0,266.01,465.0,3676.18,129.0,0.0,209.11,139.752097,35.792304,139.732414,35.792314
t_20211017_4222767_1,137066290#0_1,1091810134#1_1,DEFAULT_VEHTYPE,468.0,4224.79,94.0,0.0,160.39,461.0,4224.79,112.0,0.0,176.52,139.913189,35.88487,139.914003,35.856489
t_20211024_2324323_1,-911617033#0_1,-101977419#2_1,DEFAULT_VEHTYPE,398.0,2282.35,168.0,0.0,239.97,298.0,2281.86,70.0,0.0,108.35,,,139.793346,35.792872
t_20211024_324181_1,564369142#10_1,-736997183#1_1,DEFAULT_VEHTYPE,287.0,2886.73,52.0,0.0,92.86,279.0,2886.73,57.0,0.0,97.24,139.911426,35.94648,139.911747,35.968736
t_20211031_225864_1,426156937#0_1,-120956297_1,DEFAULT_VEHTYPE,257.0,3116.74,21.0,0.0,50.14,258.0,3116.74,22.0,0.0,51.17,139.91074,35.988906,139.906718,36.009461
t_20211128_2371828_1,-120112478#2_1,-48390571#2_1,DEFAULT_VEHTYPE,216.0,1061.82,113.0,0.0,157.57,292.0,1061.82,166.0,0.0,222.53,139.82347,35.793004,139.828226,35.793098
t_20211024_2926357_1,326224748#3_1,119605145#7_1,DEFAULT_VEHTYPE,103.0,1104.79,3.0,0.0,32.08,109.0,1104.79,0.0,0.0,27.45,,,139.694712,35.93963
t_20211017_958316_1,-119605489#3_1,233696887#0_1,DEFAULT_VEHTYPE,486.0,5817.86,28.0,0.0,102.81,477.0,5817.86,58.0,0.0,124.11,139.699733,35.940626,139.694946,35.908973
t_20211114_2221086_4,846888239#0_0,492909459_0,DEFAULT_VEHTYPE,579.0,14568.18,0.0,0.0,57.77,536.0,14568.18,0.0,0.0,58.88,139.826026,35.783091,139.912018,35.887453
t_20211128_1967394_1,-101641329#0_1,243877276#1_1,DEFAULT_VEHTYPE,184.0,1250.26,60.0,0.0,86.22,184.0,1250.26,67.0,0.0,92.99,139.695188,35.853788,139.693832,35.845174
t_20211128_2141958_30,-277743732#1_1,119299814#7_1,truck,747.0,7078.51,106.0,0.0,249.09,742.0,7100.08,135.0,0.0,284.89,,,139.726274,35.954403
t_20211121_1108011_1,-120038808#11_1,133720488#6_1,truck,699.0,5002.66,212.0,0.0,381.52,698.0,5002.66,232.0,0.0,345.31,139.912851,35.928277,139.913516,35.899096
t_20211024_1804803_6,846888239#0_0,-78127481#0_1,DEFAULT_VEHTYPE,623.0,10061.14,106.0,0.0,175.13,622.0,10061.14,103.0,0.0,181.96,139.826026,35.783091,,
t_20211024_1094533_1,651498676_0,119615131#0_1,DEFAULT_VEHTYPE,327.0,2606.65,90.0,0.0,139.55,265.0,2606.65,40.0,0.0,83.35,139.694532,35.941785,139.694109,35.960774
t_20211024_1593044_1,-58473437#28_1,58473437#28_1,DEFAULT_VEHTYPE,120.0,649.81,39.0,0.0,56.69,118.0,649.81,36.0,0.0,57.4,139.720133,36.007946,139.720133,36.007946
t_20211024_497470_19,-119615131#0_1,378317388#14_0,DEFAULT_VEHTYPE,755.0,9906.81,51.0,0.0,170.98,754.0,9906.81,56.0,0.0,219.9,139.694109,35.960774,139.726355,35.883864
t_20211128_108592_1,1188207865#3_1,263171347#8_1,DEFAULT_VEHTYPE,583.0,4628.44,174.0,0.0,281.68,590.0,4630.96,186.0,0.0,311.59,139.742513,35.792281,139.758599,35.826905
t_20211024_3962827_1,651184348#3_0,-1026925071#1_1,DEFAULT_VEHTYPE,160.0,1692.2,38.0,0.0,58.87,161.0,1692.2,40.0,0.0,61.23,139.905249,35.928224,139.889766,35.930287
t_20211114_2747049_3,102695201#0_1,-223489476#1_1,DEFAULT_VEHTYPE,158.0,1609.2,3.0,0.0,29.83,156.0,1609.2,0.0,0.0,29.27,139.707391,35.79686,139.719602,35.793266
t_20211121_1694748_4,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,140.0,632.69,66.0,0.0,83.77,56.0,632.69,0.0,0.0,14.96,139.693765,35.845376,139.693832,35.845174
t_20211128_681625_1,-120273844#1_1,-120273887#1_1,truck,59.0,574.73,0.0,0.0,16.43,59.0,574.73,0.0,0.0,15.27,139.697652,36.007235,,
t_20211114_414170_4,-587995570#2_1,43992701#2_0,DEFAULT_VEHTYPE,596.0,9385.09,71.0,0.0,136.83,628.0,9385.09,142.0,0.0,215.17,139.878747,35.843145,139.827324,35.787478
t_20211003_485648_1,136964995#26_1,-128194491_1,DEFAULT_VEHTYPE,246.0,2874.84,0.0,0.0,41.88,242.0,2874.84,0.0,0.0,43.96,139.877681,35.793149,,
t_20211128_479015_2,223489476#1_1,-223489476#1_1,DEFAULT_VEHTYPE,118.0,1160.31,9.0,0.0,33.3,112.0,994.35,0.0,0.0,17.35,139.719602,35.793266,139.719602,35.793266
t_20211107_1688018_1,-472326389#36_0,-378600191#0_1,DEFAULT_VEHTYPE,360.0,3581.84,91.0,0.0,142.03,363.0,3581.84,94.0,0.0,140.03,139.75364,36.006302,139.741346,36.008226
t_20211017_2350110_1,-799361048#2_1,-426156937#0_1,DEFAULT_VEHTYPE,315.0,3921.44,49.0,0.0,109.1,323.0,3921.44,19.0,0.0,60.31,,,139.91074,35.988906
t_20211121_268966_13,-120273844#1_1,-120273887#1_1,DEFAULT_VEHTYPE,58.0,576.83,0.0,0.0,15.4,63.0,576.83,0.0,0.0,11.06,139.697652,36.007235,,
t_20211121_4196449_1,-128187725#0_1,737735988#8_1,DEFAULT_VEHTYPE,372.0,2363.31,152.0,0.0,207.66,370.0,2363.31,155.0,0.0,217.19,139.818523,35.827769,139.796607,35.831528
t_20211017_2741048_1,120955775_1,-120957314_1,DEFAULT_VEHTYPE,110.0,723.62,40.0,0.0,54.53,113.0,723.62,32.0,0.0,47.27,139.910886,36.005199,139.910886,36.005199
t_20211003_522179_7,-120112478#2_1,229479218#2_1,DEFAULT_VEHTYPE,265.0,2352.4,74.0,0.0,114.33,264.0,2352.4,71.0,0.0,112.17,139.82347,35.793004,139.801824,35.792884
t_20211121_4989786_1,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,72.0,632.69,1.0,0.0,24.91,67.0,632.69,3.0,0.0,23.95,139.693765,35.845376,139.693832,35.845174
t_20211003_475245_1,395056073#0_0,763324771#9_1,DEFAULT_VEHTYPE,741.0,13022.47,45.0,0.0,97.5,656.0,13022.47,85.0,0.0,193.59,139.858776,35.836191,139.721425,35.850582
t_20211121_493493_3,651498676_0,1277705896#4_1,DEFAULT_VEHTYPE,393.0,4528.19,80.0,0.0,117.78,429.0,4528.19,79.0,0.0,117.33,139.694532,35.941785,,
t_20211121_2829228_1,123548376#12_1,672279633#2_0,DEFAULT_VEHTYPE,268.0,2771.27,29.0,0.0,71.66,268.0,2771.27,28.0,0.0,70.94,139.809689,35.862838,139.800557,35.850661
t_20211024_4091279_1,-1091810134#1_1,49249574#5_1,DEFAULT_VEHTYPE,239.0,1934.81,56.0,0.0,107.91,244.0,1934.81,39.0,0.0,75.03,139.914003,35.856489,139.913841,35.843489
t_20211031_4077208_1,120955775_1,-120957314_1,DEFAULT_VEHTYPE,77.0,723.62,4.0,0.0,19.93,61.0,742.11,0.0,0.0,8.86,139.910886,36.005199,139.910886,36.005199
t_20211114_2625176_1,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,70.0,632.69,1.0,0.0,33.26,67.0,632.69,1.0,0.0,16.84,139.693765,35.845376,139.693832,35.845174
t_20211114_2567510_1,651498676_0,313299774#1_1,DEFAULT_VEHTYPE,640.0,5426.16,203.0,0.0,337.9,821.0,5426.16,316.0,0.0,441.18,139.694532,35.941785,139.724948,35.972169
t_20211024_4215671_1,28167432#3_1,-28185621#19_1,DEFAULT_VEHTYPE,559.0,5556.49,125.0,0.0,223.69,601.0,5556.49,97.0,0.0,175.85,139.762466,35.920996,,
t_20211003_432966_1,326370188#1_1,1125538888_1,DEFAULT_VEHTYPE,439.0,4315.48,82.0,0.0,146.98,520.0,4315.48,94.0,0.0,164.71,139.730205,35.964026,139.772719,35.964634
t_20211017_3909268_1,128197468#1_1,87961495#2_1,DEFAULT_VEHTYPE,159.0,1288.35,36.0,0.0,78.41,154.0,1288.35,34.0,0.0,72.85,139.824739,35.809392,139.82834,35.81836
t_20211114_782349_1,-1125758372#2_1,-651432084#9_1,DEFAULT_VEHTYPE,79.0,698.33,14.0,0.0,31.49,71.0,698.33,14.0,0.0,30.26,139.7577,35.981379,,
t_20211107_105509_1,-258637364#1_1,1277705897_0,DEFAULT_VEHTYPE,581.0,7204.04,43.0,0.0,91.59,554.0,7204.04,74.0,0.0,144.99,,,139.713295,35.903084
t_20211031_446096_1,783800520#0_1,130281026#32_1,DEFAULT_VEHTYPE,441.0,3689.62,111.0,0.0,198.79,443.0,3689.62,118.0,0.0,191.6,139.911965,35.938245,139.913412,35.91422
t_20211003_369567_1,-102695190#6_1,102695241#0_1,DEFAULT_VEHTYPE,178.0,1572.0,38.0,0.0,67.86,180.0,1572.0,35.0,0.0,66.61,139.712464,35.795602,139.698212,35.801073
t_20211024_431658_17,1188207865#3_1,-1019666874#3_1,DEFAULT_VEHTYPE,157.0,1251.64,41.0,0.0,65.82,157.0,1251.64,37.0,0.0,64.22,139.742513,35.792281,139.752097,35.792304
t_20211121_1857386_1,248174349_0,101641329#0_1,DEFAULT_VEHTYPE,203.0,1277.37,63.0,0.0,107.84,202.0,1277.37,68.0,0.0,103.7,139.693765,35.845376,139.695188,35.853788
t_20211031_1082415_1,-1091810134#1_1,33050698#11_1,DEFAULT_VEHTYPE,117.0,872.24,33.0,0.0,52.38,119.0,872.24,31.0,0.0,50.13,139.914003,35.856489,139.913929,35.85198
t_20211128_1562995_1,-937268038_1,-102695201#0_1,DEFAULT_VEHTYPE,462.0,3234.24,183.0,0.0,261.19,470.0,3234.24,175.0,0.0,260.36,,,139.707391,35.79686
t_20211024_1636310_6,439789797#2_1,-253263388_1,DEFAULT_VEHTYPE,349.0,4800.03,51.0,0.0,95.51,350.0,4800.03,42.0,0.0,92.21,139.722742,35.892339,139.734761,35.85796
t_20211003_431027_1,157076677#3_1,1180047185#6_0,DEFAULT_VEHTYPE,197.0,1968.03,28.0,0.0,52.04,193.0,1968.03,42.0,0.0,68.18,139.779534,36.007298,139.788676,36.006973
t_20211010_4061895_1,704175770_1,-582383118#33_1,DEFAULT_VEHTYPE,85.0,802.07,0.0,0.0,14.76,81.0,802.07,3.0,0.0,22.08,139.703595,35.851962,139.703937,35.845004
t_20211024_987297_11,-120162123#1_1,370061949#1_0,DEFAULT_VEHTYPE,81.0,849.82,0.0,0.0,11.0,85.0,849.82,0.0,0.0,15.1,139.732414,35.792314,139.725488,35.792935
t_20211114_569335_2,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,69.0,632.69,6.0,0.0,24.99,62.0,632.69,3.0,0.0,16.93,139.693765,35.845376,139.693832,35.845174
t_20211121_141419_1,1019666874#3_1,-1188207865#3_1,truck,131.0,1236.61,0.0,0.0,39.04,123.0,1236.61,0.0,0.0,23.62,139.752097,35.792304,139.742513,35.792281
t_20211017_3826106_1,-686779987#0_1,627749909#0_1,DEFAULT_VEHTYPE,79.0,945.5,0.0,0.0,11.86,79.0,945.5,0.0,0.0,20.14,139.914031,35.838254,139.91366,35.84208
t_20211121_2165073_1,229626862#0_1,-229484056#3_1,DEFAULT_VEHTYPE,650.0,3412.23,291.0,0.0,435.85,560.0,3412.23,221.0,0.0,315.41,139.842889,35.793269,139.82677,35.793153
t_20211121_3665646_6,1019666874#3_1,-1188207865#3_1,DEFAULT_VEHTYPE,129.0,1238.71,0.0,0.0,35.37,119.0,1238.71,0.0,0.0,24.71,139.752097,35.792304,139.742513,35.792281
t_20211121_1705281_1,-1051741276#1_1,44351425#7_0,DEFAULT_VEHTYPE,627.0,7823.5,138.0,0.0,238.8,580.0,7823.5,128.0,0.0,212.6,,,139.756136,35.790789
t_20211017_428434_1,223489476#1_1,-100827870#1_1,DEFAULT_VEHTYPE,422.0,3424.26,119.0,0.0,186.27,406.0,3424.26,149.0,0.0,209.39,139.719602,35.793266,139.696969,35.80417
t_20211003_1026731_1,102695201#0_1,-1188207865#3_1,DEFAULT_VEHTYPE,375.0,3656.72,59.0,0.0,113.44,379.0,3656.72,49.0,0.0,104.57,139.707391,35.79686,139.742513,35.792281
t_20211024_1119047_1,-101187781#3_1,127199105#5_1,truck,172.0,1772.13,1.0,0.0,42.4,171.0,1772.13,5.0,0.0,42.69,139.696799,35.814296,139.696425,35.823026
t_20211010_558399_2,-120273844#1_1,-120273887#1_1,truck,60.0,574.73,0.0,0.0,16.25,60.0,574.73,0.0,0.0,15.12,139.697652,36.007235,,
t_20211031_246816_1,1184576352#3_1,-128194491_1,DEFAULT_VEHTYPE,636.0,5785.16,137.0,0.0,251.29,633.0,5785.16,157.0,0.0,271.9,,,,
t_20211121_493493_2,119614880#2_1,1000026116#0_1,DEFAULT_VEHTYPE,594.0,4289.79,204.0,0.0,311.2,508.0,4289.79,150.0,0.0,231.49,139.694326,35.983421,139.694132,35.949071
t_20211017_3825616_3,846888239#0_0,492909459_0,DEFAULT_VEHTYPE,524.0,14568.18,0.0,0.0,61.31,563.0,14568.18,0.0,0.0,59.59,139.826026,35.783091,139.912018,35.887453
t_20211024_3841228_1,184746717#2_1,120112478#2_1,DEFAULT_VEHTYPE,113.0,1072.72,0.0,0.0,18.85,100.0,1072.72,0.0,0.0,21.15,,,139.82347,35.793004
t_20211121_2253300_3,31408774_0,569665064_0,DEFAULT_VEHTYPE,237.0,4944.43,0.0,0.0,41.59,199.0,4944.43,0.0,0.0,44.02,139.912159,35.887376,139.87783,35.854376
t_20211017_780463_3,199320000#0_1,314943856#7_0,DEFAULT_VEHTYPE,347.0,3783.49,102.0,0.0,143.86,353.0,3783.49,95.0,0.0,139.32,139.817662,35.850039,,
t_20211003_106734_1,286683346#1_1,-30062248#15_1,DEFAULT_VEHTYPE,164.0,1553.49,34.0,0.0,50.85,110.0,1553.49,0.0,0.0,17.59,139.910204,35.926424,139.897096,35.932085
t_20211031_4287220_1,101970582#10_1,-128194587_1,DEFAULT_VEHTYPE,686.0,5074.15,210.0,0.0,328.32,675.0,5074.15,218.0,0.0,349.1,,,139.855104,35.793514
t_20211121_873580_1,777607052#40_1,798745728#14_1,DEFAULT_VEHTYPE,180.0,1011.02,87.0,0.0,113.8,146.0,1011.02,58.0,0.0,95.88,139.69768,36.007273,,
t_20211024_851659_1,-133720488#6_1,-133720482#5_1,DEFAULT_VEHTYPE,116.0,918.61,13.0,0.0,41.69,113.0,918.61,9.0,0.0,49.97,139.913516,35.899096,139.913553,35.893046
t_20211031_2186962_1,326224748#3_1,119605145#7_1,DEFAULT_VEHTYPE,103.0,1104.79,0.0,0.0,25.31,109.0,1104.79,0.0,0.0,23.53,,,139.694712,35.93963
t_20211114_863538_1,233696887#1_1,233696887#0_1,DEFAULT_VEHTYPE,54.0,551.33,0.0,0.0,10.58,51.0,551.33,0.0,0.0,9.48,139.694946,35.908973,139.694946,35.908973
t_20211010_4479097_1,205725093#1_1,-1188207865#3_1,DEFAULT_VEHTYPE,228.0,1888.99,58.0,0.0,100.61,228.0,1888.99,68.0,0.0,114.19,,,139.742513,35.792281
t_20211121_1091337_1,-662324851#4_1,995974549#5_1,DEFAULT_VEHTYPE,86.0,785.5,1.0,0.0,25.67,76.0,785.5,0.0,0.0,12.18,139.909527,35.885202,,
t_20211024_141588_4,-120273844#1_1,-120273887#1_1,truck,60.0,574.73,0.0,0.0,15.25,65.0,574.73,0.0,0.0,21.19,139.697652,36.007235,,
t_20211010_3400689_1,1019666874#3_1,-1188207865#3_1,DEFAULT_VEHTYPE,223.0,1287.18,94.0,0.0,131.77,177.0,1238.71,43.0,0.0,71.14,139.752097,35.792304,139.742513,35.792281
t_20211003_3816254_1,341996339#1_1,-963099318#4_1,DEFAULT_VEHTYPE,504.0,4715.63,147.0,0.0,240.91,684.0,4715.63,277.0,0.0,383.62,,,139.736073,35.844134
t_20211128_4478327_4,593046492#0_0,775462030#2_1,DEFAULT_VEHTYPE,463.0,12129.82,0.0,0.0,23.72,424.0,12127.56,0.0,0.0,24.13,139.895999,35.767126,139.825377,35.850033
t_20211107_1250952_1,1055237472_1,-1188207865#3_1,DEFAULT_VEHTYPE,634.0,8458.74,157.0,0.0,244.46,632.0,8458.74,164.0,0.0,267.78,139.737095,35.847488,139.742513,35.792281
t_20211024_436258_1,224701816#11_1,-258637364#1_1,truck,265.0,3301.83,33.0,0.0,62.01,348.0,3301.83,79.0,0.0,119.01,139.700139,35.846851,,
t_20211017_165732_3,247339758#0_0,228767150#3_1,DEFAULT_VEHTYPE,128.0,2144.89,0.0,0.0,10.56,151.0,2144.89,0.0,0.0,10.91,,,139.729582,35.8528
t_20211121_244468_9,-120273844#1_1,-120273887#1_1,DEFAULT_VEHTYPE,58.0,576.83,0.0,0.0,16.68,64.0,576.83,0.0,0.0,13.55,139.697652,36.007235,,
t_20211031_2897128_1,-675094551#7_1,1144264674#0_1,DEFAULT_VEHTYPE,664.0,4773.7,231.0,0.0,334.36,573.0,4773.7,189.0,0.0,274.07,139.801749,35.860332,139.761324,35.866111
t_20211024_166261_2,-798745729#4_1,58473437#28_1,DEFAULT_VEHTYPE,254.0,2578.15,35.0,0.0,76.07,253.0,2430.45,45.0,0.0,77.67,139.698405,36.007575,139.720133,36.007946
t_20211128_3029248_1,651432084#4_1,-909606568_1,DEFAULT_VEHTYPE,584.0,3248.6,281.0,0.0,361.43,496.0,3130.53,146.0,0.0,222.06,139.758115,35.989827,,
t_20211121_3665646_5,-1219265277_1,-1188207865#3_1,DEFAULT_VEHTYPE,257.0,2124.27,70.0,0.0,124.01,343.0,2275.26,102.0,0.0,171.0,139.759923,35.795116,139.742513,35.792281
t_20211010_2541602_1,-226021689#15_1,127188126#10_1,DEFAULT_VEHTYPE,129.0,1400.15,0.0,0.0,24.96,135.0,1400.15,0.0,0.0,25.21,139.722944,35.842868,139.733922,35.839225
t_20211128_2300090_1,120048985#1_1,-120048985#1_1,DEFAULT_VEHTYPE,59.0,590.33,0.0,0.0,10.61,60.0,590.33,0.0,0.0,11.54,139.911943,35.942818,139.911943,35.942818
t_20211010_864751_1,120044052_1,688859679#27_1,DEFAULT_VEHTYPE,382.0,4420.91,66.0,0.0,124.3,385.0,4420.91,46.0,0.0,107.32,139.837178,36.008932,139.858956,35.979378
t_20211114_3872613_4,-233696887#1_1,-605105364#3_1,DEFAULT_VEHTYPE,88.0,557.62,36.0,0.0,51.14,88.0,557.62,35.0,0.0,46.66,139.694932,35.908121,139.695004,35.908113
t_20211031_621995_1,42391287#19_1,124963628#11_1,truck,229.0,1626.18,66.0,0.0,109.86,226.0,1626.18,69.0,0.0,112.19,139.697323,35.874112,139.696028,35.876271
t_20211017_2971257_1,138422770#4_1,799537528_1,DEFAULT_VEHTYPE,832.0,10397.58,221.0,0.0,316.93,833.0,10397.58,206.0,0.0,299.48,139.821761,35.849821,139.717068,35.849594
t_20211121_3968626_1,102299731#0_1,-226046864#7_1,DEFAULT_VEHTYPE,153.0,1505.91,0.0,0.0,21.63,167.0,1505.91,0.0,0.0,21.71,139.791769,35.826478,139.77991,35.820534
t_20211003_216778_1,120112431#8_1,-914043042#1_1,truck,615.0,4602.35,172.0,0.0,306.56,623.0,4602.35,169.0,0.0,308.45,,,139.783156,35.806428
t_20211024_3802211_1,312362939#1_0,229479218#2_1,DEFAULT_VEHTYPE,691.0,6805.41,199.0,0.0,265.82,694.0,6805.41,209.0,0.0,280.32,,,139.801824,35.792884
t_20211024_431465_1,943251251#12_1,865554622#5_1,truck,366.0,2984.64,67.0,0.0,140.71,364.0,2984.64,79.0,0.0,152.73,139.853233,35.820715,,
t_20211024_187441_1,-1013421828_1,1013421828_1,DEFAULT_VEHTYPE,103.0,994.35,0.0,0.0,16.42,101.0,994.35,0.0,0.0,16.87,139.719602,35.793266,139.719602,35.793266
t_20211010_2106917_1,44351424_0,438367202#6_0,DEFAULT_VEHTYPE,789.0,17550.6,50.0,0.0,149.52,850.0,17550.6,117.0,0.0,221.89,139.733887,35.853266,139.733887,35.853266
t_20211031_303747_2,1216810227#5_1,1182813963_1,DEFAULT_VEHTYPE,636.0,5118.17,193.0,0.0,311.72,641.0,5118.17,187.0,0.0,296.56,139.884701,35.867058,139.858394,35.840438
t_20211107_559417_6,438367202#0_0,1008396879_1,DEFAULT_VEHTYPE,782.0,9328.02,225.0,0.0,358.06,782.0,9328.02,192.0,0.0,322.04,139.756695,35.791589,,
t_20211128_5099644_1,-30433536#3_1,30433536#3_1,DEFAULT_VEHTYPE,55.0,556.54,0.0,0.0,12.85,50.0,556.54,0.0,0.0,12.52,139.901068,35.820683,139.901068,35.820683
t_20211024_3990445_1,871532775_1,871535112#7_1,DEFAULT_VEHTYPE,456.0,2693.72,211.0,0.0,277.2,457.0,2693.72,205.0,0.0,271.86,139.786285,35.888684,,
t_20211017_4445459_1,102819800#12_1,763324771#9_1,DEFAULT_VEHTYPE,249.0,1748.03,96.0,0.0,130.94,250.0,1748.03,97.0,0.0,132.76,139.721531,35.864006,139.721425,35.850582
t_20211114_4899494_1,-34049070#6_1,-729769744#20_1,DEFAULT_VEHTYPE,90.0,955.08,3.0,0.0,21.27,97.0,955.08,2.0,0.0,19.39,139.914024,35.799262,139.913777,35.794618
t_20211114_3887441_1,120957314_1,100976223#1_1,DEFAULT_VEHTYPE,85.0,618.85,29.0,0.0,39.58,87.0,618.85,27.0,0.0,38.53,139.910886,36.005199,139.911898,35.99996
t_20211114_2542019_1,-120273844#1_1,-120273887#0_1,DEFAULT_VEHTYPE,55.0,632.44,0.0,0.0,10.93,68.0,630.81,0.0,0.0,10.1,139.697652,36.007235,139.693573,36.004036
t_20211017_960919_2,128194491_1,229626861#3_1,DEFAULT_VEHTYPE,244.0,2245.56,42.0,0.0,89.22,246.0,2245.56,38.0,0.0,93.27,,,,
t_20211121_792616_5,248174349_0,44351425#7_0,DEFAULT_VEHTYPE,709.0,11934.57,99.0,0.0,176.66,684.0,11934.57,117.0,0.0,197.42,139.693765,35.845376,139.756136,35.790789
t_20211114_4222552_7,438367202#0_0,44351425#7_0,DEFAULT_VEHTYPE,327.0,6742.83,0.0,0.0,54.74,324.0,6742.83,0.0,0.0,42.46,139.756695,35.791589,139.756136,35.790789
t_20211024_112957_15,-120112478#2_1,102647442#1_1,DEFAULT_VEHTYPE,777.0,5973.78,214.0,0.0,333.05,779.0,5973.78,207.0,0.0,337.47,139.82347,35.793004,139.763059,35.797586
t_20211121_114375_2,620514026_0,229626861#3_1,DEFAULT_VEHTYPE,333.0,4139.4,6.0,0.0,85.59,335.0,4139.4,2.0,0.0,86.72,139.878078,35.800854,,
t_20211003_424248_1,899867769#5_1,39027137#2_1,DEFAULT_VEHTYPE,835.0,17607.31,36.0,0.0,102.18,938.0,17603.85,26.0,0.0,88.9,139.72315,35.88817,,
t_20211024_844795_2,737543125#0_1,-66993599#2_1,truck,542.0,5138.78,129.0,0.0,236.26,544.0,5138.78,113.0,0.0,220.06,139.903902,35.880173,139.877213,35.852813
t_20211024_3253987_1,-651472811#22_1,119304425#0_1,DEFAULT_VEHTYPE,483.0,4133.49,187.0,0.0,277.22,490.0,4133.49,143.0,0.0,228.63,,,,
t_20211003_361394_1,-72182650_1,-865554623#3_1,DEFAULT_VEHTYPE,244.0,3543.33,4.0,0.0,44.15,334.0,3608.37,75.0,0.0,116.73,139.858901,35.838526,,
t_20211010_670400_1,426156937#0_1,-426156937#0_1,DEFAULT_VEHTYPE,119.0,1809.77,0.0,0.0,13.56,112.0,1809.77,0.0,0.0,13.2,139.91074,35.988906,139.91074,35.988906
t_20211003_1539466_1,459548652#4_1,-119329632_1,DEFAULT_VEHTYPE,397.0,3951.65,71.0,0.0,120.59,392.0,3951.65,95.0,0.0,138.52,139.733158,35.951774,,
t_20211017_897687_1,651497828#10_0,119611791_1,DEFAULT_VEHTYPE,355.0,2842.62,136.0,0.0,189.48,364.0,2842.62,131.0,0.0,184.84,139.704408,35.942964,139.7234,35.959419
t_20211031_4091300_1,102695201#1_1,-223489476#2_1,DEFAULT_VEHTYPE,141.0,1165.47,29.0,0.0,57.01,143.0,1165.47,20.0,0.0,46.4,139.708551,35.796489,139.716122,35.79429
t_20211024_456743_1,1188062006#0_1,-223489476#1_1,DEFAULT_VEHTYPE,757.0,5518.67,288.0,0.0,400.59,749.0,5518.67,309.0,0.0,424.31,,,139.719602,35.793266
t_20211114_1188544_5,846888239#0_0,188163200#2_1,DEFAULT_VEHTYPE,562.0,9215.74,80.0,0.0,125.99,468.0,9218.8,43.0,0.0,80.42,139.826026,35.783091,139.874257,35.824185
t_20211128_1559577_1,-312909712#4_1,119605145#7_1,DEFAULT_VEHTYPE,355.0,3032.67,79.0,0.0,137.35,360.0,3032.67,75.0,0.0,131.96,139.699013,35.960438,139.694712,35.93963
t_20211003_758102_1,43433955#9_1,290523812#3_0,DEFAULT_VEHTYPE,257.0,2954.72,33.0,0.0,63.86,262.0,2954.72,26.0,0.0,58.75,139.864277,35.862545,139.846949,35.879379
t_20211010_1044988_2,871547549#0_1,1190714694_1,DEFAULT_VEHTYPE,209.0,1670.27,63.0,0.0,94.21,205.0,1670.27,72.0,0.0,106.91,139.829666,35.885396,,
