id,departLane,arrivalLane,vType,step1_duration,step1_routeLength,step1_waitingTime,step1_stopTime,step1_timeLoss,step4_duration,step4_routeLength,step4_waitingTime,step4_stopTime,step4_timeLoss
t_20211128_4091476_3,846888239#0_0,492909459_1,DEFAULT_VEHTYPE,502.00,14568.18,0.00,0.00,72.60,503.00,14568.18,0.00,0.00,59.80
t_20211128_4819048_1,175918336#0_1,342031866#4_1,DEFAULT_VEHTYPE,221.00,2082.53,24.00,0.00,50.55,205.00,2082.53,42.00,0.00,66.94
t_20211003_1114024_1,120273887#1_1,120273844#1_1,DEFAULT_VEHTYPE,59.00,577.19,0.00,0.00,9.11,53.00,578.83,0.00,0.00,9.79
t_20211003_548166_1,-102695241#0_1,-223489476#1_1,DEFAULT_VEHTYPE,272.00,2492.44,29.00,0.00,105.84,270.00,2492.44,48.00,0.00,108.85
t_20211010_474706_1,-162056963#6_1,-100827870#1_1,truck,233.00,2011.35,34.00,0.00,90.48,221.00,2011.35,36.00,0.00,95.68
t_20211121_1041432_1,28186396#1_1,228026165#7_1,DEFAULT_VEHTYPE,73.00,678.14,11.00,0.00,25.67,74.00,678.14,5.00,0.00,20.15
t_20211121_479735_1,-472326389#24_0,119329304_1,DEFAULT_VEHTYPE,62.00,815.44,0.00,0.00,7.78,65.00,815.44,0.00,0.00,7.88
t_20211024_1082338_1,846888239#0_0,43992701#2_1,DEFAULT_VEHTYPE,296.00,4776.53,36.00,0.00,95.45,308.00,4776.53,22.00,0.00,56.66
t_20211121_1203982_1,-162056963#6_1,-100827870#1_1,DEFAULT_VEHTYPE,159.00,1496.62,7.00,0.00,38.61,159.00,1496.62,10.00,0.00,41.25
t_20211114_111553_1,-798745729#4_1,277743732#1_1,truck,106.00,801.23,21.00,0.00,51.45,109.00,801.23,24.00,0.00,54.15
t_20211010_4100970_1,426156937#0_1,-426156937#0_1,DEFAULT_VEHTYPE,106.00,1809.77,0.00,0.00,12.40,131.00,1809.77,0.00,0.00,13.64
t_20211024_2102977_1,1019666874#3_1,120162123#1_1,DEFAULT_VEHTYPE,569.00,3676.18,183.00,0.00,266.01,465.00,3676.18,129.00,0.00,209.11
t_20211017_4222767_1,137066290#0_1,1091810134#1_1,DEFAULT_VEHTYPE,468.00,4224.79,94.00,0.00,160.39,461.00,4224.79,112.00,0.00,176.52
t_20211024_2324323_1,-911617033#0_1,-101977419#2_1,DEFAULT_VEHTYPE,398.00,2282.35,168.00,0.00,239.97,298.00,2281.86,70.00,0.00,108.35
t_20211024_324181_1,564369142#10_1,-736997183#1_1,DEFAULT_VEHTYPE,287.00,2886.73,52.00,0.00,92.86,279.00,2886.73,57.00,0.00,97.24
t_20211031_225864_1,426156937#0_1,-120956297_1,DEFAULT_VEHTYPE,257.00,3116.74,21.00,0.00,50.14,258.00,3116.74,22.00,0.00,51.17
t_20211128_2371828_1,-120112478#2_1,-48390571#2_1,DEFAULT_VEHTYPE,216.00,1061.82,113.00,0.00,157.57,292.00,1061.82,166.00,0.00,222.53
t_20211024_2926357_1,326224748#3_1,119605145#7_1,DEFAULT_VEHTYPE,103.00,1104.79,3.00,0.00,32.08,109.00,1104.79,0.00,0.00,27.45
t_20211017_958316_1,-119605489#3_1,233696887#0_1,DEFAULT_VEHTYPE,486.00,5817.86,28.00,0.00,102.81,477.00,5817.86,58.00,0.00,124.11
t_20211114_2221086_4,846888239#0_0,492909459_0,DEFAULT_VEHTYPE,579.00,14568.18,0.00,0.00,57.77,536.00,14568.18,0.00,0.00,58.88
t_20211128_1967394_1,-101641329#0_1,243877276#1_1,DEFAULT_VEHTYPE,184.00,1250.26,60.00,0.00,86.22,184.00,1250.26,67.00,0.00,92.99
t_20211128_2141958_30,-277743732#1_1,119299814#7_1,truck,747.00,7078.51,106.00,0.00,249.09,742.00,7100.08,135.00,0.00,284.89
t_20211121_1108011_1,-120038808#11_1,133720488#6_1,truck,699.00,5002.66,212.00,0.00,381.52,698.00,5002.66,232.00,0.00,345.31
t_20211024_1804803_6,846888239#0_0,-78127481#0_1,DEFAULT_VEHTYPE,623.00,10061.14,106.00,0.00,175.13,622.00,10061.14,103.00,0.00,181.96
t_20211024_1094533_1,651498676_0,119615131#0_1,DEFAULT_VEHTYPE,327.00,2606.65,90.00,0.00,139.55,265.00,2606.65,40.00,0.00,83.35
t_20211024_1593044_1,-58473437#28_1,58473437#28_1,DEFAULT_VEHTYPE,120.00,649.81,39.00,0.00,56.69,118.00,649.81,36.00,0.00,57.40
t_20211024_497470_19,-119615131#0_1,378317388#14_0,DEFAULT_VEHTYPE,755.00,9906.81,51.00,0.00,170.98,754.00,9906.81,56.00,0.00,219.90
t_20211128_108592_1,1188207865#3_1,263171347#8_1,DEFAULT_VEHTYPE,583.00,4628.44,174.00,0.00,281.68,590.00,4630.96,186.00,0.00,311.59
t_20211024_3962827_1,651184348#3_0,-1026925071#1_1,DEFAULT_VEHTYPE,160.00,1692.20,38.00,0.00,58.87,161.00,1692.20,40.00,0.00,61.23
t_20211114_2747049_3,102695201#0_1,-223489476#1_1,DEFAULT_VEHTYPE,158.00,1609.20,3.00,0.00,29.83,156.00,1609.20,0.00,0.00,29.27
t_20211121_1694748_4,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,140.00,632.69,66.00,0.00,83.77,56.00,632.69,0.00,0.00,14.96
t_20211128_681625_1,-120273844#1_1,-120273887#1_1,truck,59.00,574.73,0.00,0.00,16.43,59.00,574.73,0.00,0.00,15.27
t_20211114_414170_4,-587995570#2_1,43992701#2_0,DEFAULT_VEHTYPE,596.00,9385.09,71.00,0.00,136.83,628.00,9385.09,142.00,0.00,215.17
t_20211003_485648_1,136964995#26_1,-128194491_1,DEFAULT_VEHTYPE,246.00,2874.84,0.00,0.00,41.88,242.00,2874.84,0.00,0.00,43.96
t_20211128_479015_2,223489476#1_1,-223489476#1_1,DEFAULT_VEHTYPE,118.00,1160.31,9.00,0.00,33.30,112.00,994.35,0.00,0.00,17.35
t_20211107_1688018_1,-472326389#36_0,-378600191#0_1,DEFAULT_VEHTYPE,360.00,3581.84,91.00,0.00,142.03,363.00,3581.84,94.00,0.00,140.03
t_20211017_2350110_1,-799361048#2_1,-426156937#0_1,DEFAULT_VEHTYPE,315.00,3921.44,49.00,0.00,109.10,323.00,3921.44,19.00,0.00,60.31
t_20211121_268966_13,-120273844#1_1,-120273887#1_1,DEFAULT_VEHTYPE,58.00,576.83,0.00,0.00,15.40,63.00,576.83,0.00,0.00,11.06
t_20211121_4196449_1,-128187725#0_1,737735988#8_1,DEFAULT_VEHTYPE,372.00,2363.31,152.00,0.00,207.66,370.00,2363.31,155.00,0.00,217.19
t_20211017_2741048_1,120955775_1,-120957314_1,DEFAULT_VEHTYPE,110.00,723.62,40.00,0.00,54.53,113.00,723.62,32.00,0.00,47.27
t_20211003_522179_7,-120112478#2_1,229479218#2_1,DEFAULT_VEHTYPE,265.00,2352.40,74.00,0.00,114.33,264.00,2352.40,71.00,0.00,112.17
t_20211121_4989786_1,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,72.00,632.69,1.00,0.00,24.91,67.00,632.69,3.00,0.00,23.95
t_20211003_475245_1,395056073#0_0,763324771#9_1,DEFAULT_VEHTYPE,741.00,13022.47,45.00,0.00,97.50,656.00,13022.47,85.00,0.00,193.59
t_20211121_493493_3,651498676_0,1277705896#4_1,DEFAULT_VEHTYPE,393.00,4528.19,80.00,0.00,117.78,429.00,4528.19,79.00,0.00,117.33
t_20211121_2829228_1,123548376#12_1,672279633#2_0,DEFAULT_VEHTYPE,268.00,2771.27,29.00,0.00,71.66,268.00,2771.27,28.00,0.00,70.94
t_20211024_4091279_1,-1091810134#1_1,49249574#5_1,DEFAULT_VEHTYPE,239.00,1934.81,56.00,0.00,107.91,244.00,1934.81,39.00,0.00,75.03
t_20211031_4077208_1,120955775_1,-120957314_1,DEFAULT_VEHTYPE,77.00,723.62,4.00,0.00,19.93,61.00,742.11,0.00,0.00,8.86
t_20211114_2625176_1,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,70.00,632.69,1.00,0.00,33.26,67.00,632.69,1.00,0.00,16.84
t_20211114_2567510_1,651498676_0,313299774#1_1,DEFAULT_VEHTYPE,640.00,5426.16,203.00,0.00,337.90,821.00,5426.16,316.00,0.00,441.18
t_20211024_4215671_1,28167432#3_1,-28185621#19_1,DEFAULT_VEHTYPE,559.00,5556.49,125.00,0.00,223.69,601.00,5556.49,97.00,0.00,175.85
t_20211003_432966_1,326370188#1_1,1125538888_1,DEFAULT_VEHTYPE,439.00,4315.48,82.00,0.00,146.98,520.00,4315.48,94.00,0.00,164.71
t_20211017_3909268_1,128197468#1_1,87961495#2_1,DEFAULT_VEHTYPE,159.00,1288.35,36.00,0.00,78.41,154.00,1288.35,34.00,0.00,72.85
t_20211114_782349_1,-1125758372#2_1,-651432084#9_1,DEFAULT_VEHTYPE,79.00,698.33,14.00,0.00,31.49,71.00,698.33,14.00,0.00,30.26
t_20211107_105509_1,-258637364#1_1,1277705897_0,DEFAULT_VEHTYPE,581.00,7204.04,43.00,0.00,91.59,554.00,7204.04,74.00,0.00,144.99
t_20211031_446096_1,783800520#0_1,130281026#32_1,DEFAULT_VEHTYPE,441.00,3689.62,111.00,0.00,198.79,443.00,3689.62,118.00,0.00,191.60
t_20211003_369567_1,-102695190#6_1,102695241#0_1,DEFAULT_VEHTYPE,178.00,1572.00,38.00,0.00,67.86,180.00,1572.00,35.00,0.00,66.61
t_20211024_431658_17,1188207865#3_1,-1019666874#3_1,DEFAULT_VEHTYPE,157.00,1251.64,41.00,0.00,65.82,157.00,1251.64,37.00,0.00,64.22
t_20211121_1857386_1,248174349_0,101641329#0_1,DEFAULT_VEHTYPE,203.00,1277.37,63.00,0.00,107.84,202.00,1277.37,68.00,0.00,103.70
t_20211031_1082415_1,-1091810134#1_1,33050698#11_1,DEFAULT_VEHTYPE,117.00,872.24,33.00,0.00,52.38,119.00,872.24,31.00,0.00,50.13
t_20211128_1562995_1,-937268038_1,-102695201#0_1,DEFAULT_VEHTYPE,462.00,3234.24,183.00,0.00,261.19,470.00,3234.24,175.00,0.00,260.36
t_20211024_1636310_6,439789797#2_1,-253263388_1,DEFAULT_VEHTYPE,349.00,4800.03,51.00,0.00,95.51,350.00,4800.03,42.00,0.00,92.21
t_20211003_431027_1,157076677#3_1,1180047185#6_0,DEFAULT_VEHTYPE,197.00,1968.03,28.00,0.00,52.04,193.00,1968.03,42.00,0.00,68.18
t_20211010_4061895_1,704175770_1,-582383118#33_1,DEFAULT_VEHTYPE,85.00,802.07,0.00,0.00,14.76,81.00,802.07,3.00,0.00,22.08
t_20211024_987297_11,-120162123#1_1,370061949#1_0,DEFAULT_VEHTYPE,81.00,849.82,0.00,0.00,11.00,85.00,849.82,0.00,0.00,15.10
t_20211114_569335_2,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,69.00,632.69,6.00,0.00,24.99,62.00,632.69,3.00,0.00,16.93
t_20211121_141419_1,1019666874#3_1,-1188207865#3_1,truck,131.00,1236.61,0.00,0.00,39.04,123.00,1236.61,0.00,0.00,23.62
t_20211017_3826106_1,-686779987#0_1,627749909#0_1,DEFAULT_VEHTYPE,79.00,945.50,0.00,0.00,11.86,79.00,945.50,0.00,0.00,20.14
t_20211121_2165073_1,229626862#0_1,-229484056#3_1,DEFAULT_VEHTYPE,650.00,3412.23,291.00,0.00,435.85,560.00,3412.23,221.00,0.00,315.41
t_20211121_3665646_6,1019666874#3_1,-1188207865#3_1,DEFAULT_VEHTYPE,129.00,1238.71,0.00,0.00,35.37,119.00,1238.71,0.00,0.00,24.71
t_20211121_1705281_1,-1051741276#1_1,44351425#7_0,DEFAULT_VEHTYPE,627.00,7823.50,138.00,0.00,238.80,580.00,7823.50,128.00,0.00,212.60
t_20211017_428434_1,223489476#1_1,-100827870#1_1,DEFAULT_VEHTYPE,422.00,3424.26,119.00,0.00,186.27,406.00,3424.26,149.00,0.00,209.39
t_20211003_1026731_1,102695201#0_1,-1188207865#3_1,DEFAULT_VEHTYPE,375.00,3656.72,59.00,0.00,113.44,379.00,3656.72,49.00,0.00,104.57
t_20211024_1119047_1,-101187781#3_1,127199105#5_1,truck,172.00,1772.13,1.00,0.00,42.40,171.00,1772.13,5.00,0.00,42.69
t_20211010_558399_2,-120273844#1_1,-120273887#1_1,truck,60.00,574.73,0.00,0.00,16.25,60.00,574.73,0.00,0.00,15.12
t_20211031_246816_1,1184576352#3_1,-128194491_1,DEFAULT_VEHTYPE,636.00,5785.16,137.00,0.00,251.29,633.00,5785.16,157.00,0.00,271.90
t_20211121_493493_2,119614880#2_1,1000026116#0_1,DEFAULT_VEHTYPE,594.00,4289.79,204.00,0.00,311.20,508.00,4289.79,150.00,0.00,231.49
t_20211017_3825616_3,846888239#0_0,492909459_0,DEFAULT_VEHTYPE,524.00,14568.18,0.00,0.00,61.31,563.00,14568.18,0.00,0.00,59.59
t_20211024_3841228_1,184746717#2_1,120112478#2_1,DEFAULT_VEHTYPE,113.00,1072.72,0.00,0.00,18.85,100.00,1072.72,0.00,0.00,21.15
t_20211121_2253300_3,31408774_0,569665064_0,DEFAULT_VEHTYPE,237.00,4944.43,0.00,0.00,41.59,199.00,4944.43,0.00,0.00,44.02
t_20211017_780463_3,199320000#0_1,314943856#7_0,DEFAULT_VEHTYPE,347.00,3783.49,102.00,0.00,143.86,353.00,3783.49,95.00,0.00,139.32
t_20211003_106734_1,286683346#1_1,-30062248#15_1,DEFAULT_VEHTYPE,164.00,1553.49,34.00,0.00,50.85,110.00,1553.49,0.00,0.00,17.59
t_20211031_4287220_1,101970582#10_1,-128194587_1,DEFAULT_VEHTYPE,686.00,5074.15,210.00,0.00,328.32,675.00,5074.15,218.00,0.00,349.10
t_20211121_873580_1,777607052#40_1,798745728#14_1,DEFAULT_VEHTYPE,180.00,1011.02,87.00,0.00,113.80,146.00,1011.02,58.00,0.00,95.88
t_20211024_851659_1,-133720488#6_1,-133720482#5_1,DEFAULT_VEHTYPE,116.00,918.61,13.00,0.00,41.69,113.00,918.61,9.00,0.00,49.97
t_20211031_2186962_1,326224748#3_1,119605145#7_1,DEFAULT_VEHTYPE,103.00,1104.79,0.00,0.00,25.31,109.00,1104.79,0.00,0.00,23.53
t_20211114_863538_1,233696887#1_1,233696887#0_1,DEFAULT_VEHTYPE,54.00,551.33,0.00,0.00,10.58,51.00,551.33,0.00,0.00,9.48
t_20211010_4479097_1,205725093#1_1,-1188207865#3_1,DEFAULT_VEHTYPE,228.00,1888.99,58.00,0.00,100.61,228.00,1888.99,68.00,0.00,114.19
t_20211121_1091337_1,-662324851#4_1,995974549#5_1,DEFAULT_VEHTYPE,86.00,785.50,1.00,0.00,25.67,76.00,785.50,0.00,0.00,12.18
t_20211024_141588_4,-120273844#1_1,-120273887#1_1,truck,60.00,574.73,0.00,0.00,15.25,65.00,574.73,0.00,0.00,21.19
t_20211010_3400689_1,1019666874#3_1,-1188207865#3_1,DEFAULT_VEHTYPE,223.00,1287.18,94.00,0.00,131.77,177.00,1238.71,43.00,0.00,71.14
t_20211003_3816254_1,341996339#1_1,-963099318#4_1,DEFAULT_VEHTYPE,504.00,4715.63,147.00,0.00,240.91,684.00,4715.63,277.00,0.00,383.62
t_20211128_4478327_4,593046492#0_0,775462030#2_1,DEFAULT_VEHTYPE,463.00,12129.82,0.00,0.00,23.72,424.00,12127.56,0.00,0.00,24.13
t_20211107_1250952_1,1055237472_1,-1188207865#3_1,DEFAULT_VEHTYPE,634.00,8458.74,157.00,0.00,244.46,632.00,8458.74,164.00,0.00,267.78
t_20211024_436258_1,224701816#11_1,-258637364#1_1,truck,265.00,3301.83,33.00,0.00,62.01,348.00,3301.83,79.00,0.00,119.01
t_20211017_165732_3,247339758#0_0,228767150#3_1,DEFAULT_VEHTYPE,128.00,2144.89,0.00,0.00,10.56,151.00,2144.89,0.00,0.00,10.91
t_20211121_244468_9,-120273844#1_1,-120273887#1_1,DEFAULT_VEHTYPE,58.00,576.83,0.00,0.00,16.68,64.00,576.83,0.00,0.00,13.55
t_20211031_2897128_1,-675094551#7_1,1144264674#0_1,DEFAULT_VEHTYPE,664.00,4773.70,231.00,0.00,334.36,573.00,4773.70,189.00,0.00,274.07
t_20211024_166261_2,-798745729#4_1,58473437#28_1,DEFAULT_VEHTYPE,254.00,2578.15,35.00,0.00,76.07,253.00,2430.45,45.00,0.00,77.67
t_20211128_3029248_1,651432084#4_1,-909606568_1,DEFAULT_VEHTYPE,584.00,3248.60,281.00,0.00,361.43,496.00,3130.53,146.00,0.00,222.06
t_20211121_3665646_5,-1219265277_1,-1188207865#3_1,DEFAULT_VEHTYPE,257.00,2124.27,70.00,0.00,124.01,343.00,2275.26,102.00,0.00,171.00
t_20211010_2541602_1,-226021689#15_1,127188126#10_1,DEFAULT_VEHTYPE,129.00,1400.15,0.00,0.00,24.96,135.00,1400.15,0.00,0.00,25.21
t_20211128_2300090_1,120048985#1_1,-120048985#1_1,DEFAULT_VEHTYPE,59.00,590.33,0.00,0.00,10.61,60.00,590.33,0.00,0.00,11.54
t_20211010_864751_1,120044052_1,688859679#27_1,DEFAULT_VEHTYPE,382.00,4420.91,66.00,0.00,124.30,385.00,4420.91,46.00,0.00,107.32
t_20211114_3872613_4,-233696887#1_1,-605105364#3_1,DEFAULT_VEHTYPE,88.00,557.62,36.00,0.00,51.14,88.00,557.62,35.00,0.00,46.66
t_20211031_621995_1,42391287#19_1,124963628#11_1,truck,229.00,1626.18,66.00,0.00,109.86,226.00,1626.18,69.00,0.00,112.19
t_20211017_2971257_1,138422770#4_1,799537528_1,DEFAULT_VEHTYPE,832.00,10397.58,221.00,0.00,316.93,833.00,10397.58,206.00,0.00,299.48
t_20211121_3968626_1,102299731#0_1,-226046864#7_1,DEFAULT_VEHTYPE,153.00,1505.91,0.00,0.00,21.63,167.00,1505.91,0.00,0.00,21.71
t_20211003_216778_1,120112431#8_1,-914043042#1_1,truck,615.00,4602.35,172.00,0.00,306.56,623.00,4602.35,169.00,0.00,308.45
t_20211024_3802211_1,312362939#1_0,229479218#2_1,DEFAULT_VEHTYPE,691.00,6805.41,199.00,0.00,265.82,694.00,6805.41,209.00,0.00,280.32
t_20211024_431465_1,943251251#12_1,865554622#5_1,truck,366.00,2984.64,67.00,0.00,140.71,364.00,2984.64,79.00,0.00,152.73
t_20211024_187441_1,-1013421828_1,1013421828_1,DEFAULT_VEHTYPE,103.00,994.35,0.00,0.00,16.42,101.00,994.35,0.00,0.00,16.87
t_20211010_2106917_1,44351424_0,438367202#6_0,DEFAULT_VEHTYPE,789.00,17550.60,50.00,0.00,149.52,850.00,17550.60,117.00,0.00,221.89
t_20211031_303747_2,1216810227#5_1,1182813963_1,DEFAULT_VEHTYPE,636.00,5118.17,193.00,0.00,311.72,641.00,5118.17,187.00,0.00,296.56
t_20211107_559417_6,438367202#0_0,1008396879_1,DEFAULT_VEHTYPE,782.00,9328.02,225.00,0.00,358.06,782.00,9328.02,192.00,0.00,322.04
t_20211128_5099644_1,-30433536#3_1,30433536#3_1,DEFAULT_VEHTYPE,55.00,556.54,0.00,0.00,12.85,50.00,556.54,0.00,0.00,12.52
t_20211024_3990445_1,871532775_1,871535112#7_1,DEFAULT_VEHTYPE,456.00,2693.72,211.00,0.00,277.20,457.00,2693.72,205.00,0.00,271.86
t_20211017_4445459_1,102819800#12_1,763324771#9_1,DEFAULT_VEHTYPE,249.00,1748.03,96.00,0.00,130.94,250.00,1748.03,97.00,0.00,132.76
t_20211114_4899494_1,-34049070#6_1,-729769744#20_1,DEFAULT_VEHTYPE,90.00,955.08,3.00,0.00,21.27,97.00,955.08,2.00,0.00,19.39
t_20211114_3887441_1,120957314_1,100976223#1_1,DEFAULT_VEHTYPE,85.00,618.85,29.00,0.00,39.58,87.00,618.85,27.00,0.00,38.53
t_20211114_2542019_1,-120273844#1_1,-120273887#0_1,DEFAULT_VEHTYPE,55.00,632.44,0.00,0.00,10.93,68.00,630.81,0.00,0.00,10.10
t_20211017_960919_2,128194491_1,229626861#3_1,DEFAULT_VEHTYPE,244.00,2245.56,42.00,0.00,89.22,246.00,2245.56,38.00,0.00,93.27
t_20211121_792616_5,248174349_0,44351425#7_0,DEFAULT_VEHTYPE,709.00,11934.57,99.00,0.00,176.66,684.00,11934.57,117.00,0.00,197.42
t_20211114_4222552_7,438367202#0_0,44351425#7_0,DEFAULT_VEHTYPE,327.00,6742.83,0.00,0.00,54.74,324.00,6742.83,0.00,0.00,42.46
t_20211024_112957_15,-120112478#2_1,102647442#1_1,DEFAULT_VEHTYPE,777.00,5973.78,214.00,0.00,333.05,779.00,5973.78,207.00,0.00,337.47
t_20211121_114375_2,620514026_0,229626861#3_1,DEFAULT_VEHTYPE,333.00,4139.40,6.00,0.00,85.59,335.00,4139.40,2.00,0.00,86.72
t_20211003_424248_1,899867769#5_1,39027137#2_1,DEFAULT_VEHTYPE,835.00,17607.31,36.00,0.00,102.18,938.00,17603.85,26.00,0.00,88.90
t_20211024_844795_2,737543125#0_1,-66993599#2_1,truck,542.00,5138.78,129.00,0.00,236.26,544.00,5138.78,113.00,0.00,220.06
t_20211024_3253987_1,-651472811#22_1,119304425#0_1,DEFAULT_VEHTYPE,483.00,4133.49,187.00,0.00,277.22,490.00,4133.49,143.00,0.00,228.63
t_20211003_361394_1,-72182650_1,-865554623#3_1,DEFAULT_VEHTYPE,244.00,3543.33,4.00,0.00,44.15,334.00,3608.37,75.00,0.00,116.73
t_20211010_670400_1,426156937#0_1,-426156937#0_1,DEFAULT_VEHTYPE,119.00,1809.77,0.00,0.00,13.56,112.00,1809.77,0.00,0.00,13.20
t_20211003_1539466_1,459548652#4_1,-119329632_1,DEFAULT_VEHTYPE,397.00,3951.65,71.00,0.00,120.59,392.00,3951.65,95.00,0.00,138.52
t_20211017_897687_1,651497828#10_0,119611791_1,DEFAULT_VEHTYPE,355.00,2842.62,136.00,0.00,189.48,364.00,2842.62,131.00,0.00,184.84
t_20211031_4091300_1,102695201#1_1,-223489476#2_1,DEFAULT_VEHTYPE,141.00,1165.47,29.00,0.00,57.01,143.00,1165.47,20.00,0.00,46.40
t_20211024_456743_1,1188062006#0_1,-223489476#1_1,DEFAULT_VEHTYPE,757.00,5518.67,288.00,0.00,400.59,749.00,5518.67,309.00,0.00,424.31
t_20211114_1188544_5,846888239#0_0,188163200#2_1,DEFAULT_VEHTYPE,562.00,9215.74,80.00,0.00,125.99,468.00,9218.80,43.00,0.00,80.42
t_20211128_1559577_1,-312909712#4_1,119605145#7_1,DEFAULT_VEHTYPE,355.00,3032.67,79.00,0.00,137.35,360.00,3032.67,75.00,0.00,131.96
t_20211003_758102_1,43433955#9_1,290523812#3_0,DEFAULT_VEHTYPE,257.00,2954.72,33.00,0.00,63.86,262.00,2954.72,26.00,0.00,58.75
t_20211010_1044988_2,871547549#0_1,1190714694_1,DEFAULT_VEHTYPE,209.00,1670.27,63.00,0.00,94.21,205.00,1670.27,72.00,0.00,106.91
t_20211128_2481052_2,-101187781#3_1,-100827870#1_1,DEFAULT_VEHTYPE,174.00,1279.97,49.00,0.00,83.93,204.00,1279.97,48.00,0.00,81.26
t_20211017_4326392_2,120041155_1,-120038533#2_1,DEFAULT_VEHTYPE,88.00,1107.53,0.00,0.00,14.04,102.00,1107.53,0.00,0.00,15.89
t_20211017_1751099_1,-102303939#4_1,893581526#8_1,DEFAULT_VEHTYPE,826.00,7428.61,160.00,0.00,274.80,832.00,7428.61,186.00,0.00,310.61
t_20211024_164729_1,1188207865#3_1,102695241#0_1,DEFAULT_VEHTYPE,618.00,4553.94,153.00,0.00,255.73,588.00,4553.94,188.00,0.00,289.88
t_20211024_209707_1,-473977955#6_1,133720488#6_1,DEFAULT_VEHTYPE,147.00,1323.20,20.00,0.00,47.09,147.00,1323.20,19.00,0.00,44.75
t_20211024_759637_1,-120273844#1_1,-120273887#1_1,DEFAULT_VEHTYPE,56.00,576.83,0.00,0.00,9.92,66.00,576.83,1.00,0.00,12.61
t_20211107_436608_1,176920625#1_1,-43419654#10_1,DEFAULT_VEHTYPE,220.00,1741.79,69.00,0.00,107.71,196.00,1741.79,55.00,0.00,95.91
t_20211128_1112478_5,120298828#3_1,684372536#2_1,DEFAULT_VEHTYPE,97.00,660.25,45.00,0.00,57.07,99.00,660.25,44.00,0.00,54.90
t_20211031_1750543_1,-228769630#0_1,237179085#3_1,DEFAULT_VEHTYPE,614.00,3843.75,199.00,0.00,329.22,625.00,3843.75,204.00,0.00,326.21
t_20211024_699699_1,61186532#0_1,-128194491_1,DEFAULT_VEHTYPE,527.00,4813.97,91.00,0.00,165.57,551.00,4813.97,67.00,0.00,217.90
t_20211017_774195_1,120273887#0_1,-56178828#3_1,DEFAULT_VEHTYPE,834.00,8458.85,191.00,0.00,331.13,925.00,8458.85,264.00,0.00,427.70
t_20211003_2073374_1,-58473437#28_1,798745729#4_1,DEFAULT_VEHTYPE,261.00,2589.69,32.00,0.00,78.27,266.00,2589.69,14.00,0.00,46.63
t_20211010_1368514_5,797365203#0_0,1165383577_0,DEFAULT_VEHTYPE,138.00,1207.04,25.00,0.00,44.19,138.00,1207.04,40.00,0.00,64.31
t_20211024_2118621_1,-102695241#0_1,128008526#1_1,DEFAULT_VEHTYPE,137.00,916.87,54.00,0.00,73.31,128.00,916.87,40.00,0.00,61.13
t_20211128_374958_78,-277743732#1_1,-56178828#3_1,DEFAULT_VEHTYPE,797.00,8405.88,172.00,0.00,337.45,1060.00,8405.88,392.00,0.00,583.16
t_20211128_290956_1,119614880#2_1,-120261538#1_1,DEFAULT_VEHTYPE,167.00,1661.54,32.00,0.00,58.75,169.00,1661.54,32.00,0.00,57.86
