id,departLane,arrivalLane,vType,step1_duration,step1_routeLength,step1_waitingTime,step1_stopTime,step1_timeLoss,step4_duration,step4_routeLength,step4_waitingTime,step4_stopTime,step4_timeLoss
t_20211031_2167629_6,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,53.00,632.69,0.00,0.00,14.10,55.00,632.69,0.00,0.00,14.02
t_20211024_634417_1,-120273844#1_1,-120273887#1_1,DEFAULT_VEHTYPE,54.00,576.83,0.00,0.00,10.04,54.00,576.83,0.00,0.00,9.99
t_20211128_410319_1,-120273844#1_1,-120273887#1_1,DEFAULT_VEHTYPE,53.00,576.83,0.00,0.00,9.80,54.00,576.83,0.00,0.00,11.79
t_20211017_4633904_1,-100976223#1_1,-120957314_1,DEFAULT_VEHTYPE,61.00,623.71,3.00,0.00,15.12,63.00,623.71,2.00,0.00,13.61
t_20211017_141812_1,651197726#0_0,-285604737#1_1,DEFAULT_VEHTYPE,72.00,871.21,0.00,0.00,9.60,78.00,871.21,0.00,0.00,9.69
t_20211121_833024_30,-277743732#1_1,120273844#1_1,DEFAULT_VEHTYPE,59.00,577.67,0.00,0.00,11.60,52.00,577.67,0.00,0.00,9.97
t_20211024_195008_1,605105364#3_1,233696887#1_1,DEFAULT_VEHTYPE,66.00,541.62,13.00,0.00,23.05,63.00,541.62,13.00,0.00,25.54
t_20211128_1649271_1,119770963_1,-119770963_1,DEFAULT_VEHTYPE,57.00,629.14,0.00,0.00,12.32,68.00,629.14,0.00,0.00,12.23
t_20211010_4934109_1,229626862#0_1,-120112442#16_1,DEFAULT_VEHTYPE,67.00,689.64,0.00,0.00,16.41,70.00,689.64,0.00,0.00,16.59
t_20211024_1112308_1,119317028#1_1,1180047185#6_0,truck,81.00,857.26,4.00,0.00,18.52,81.00,857.26,3.00,0.00,20.10
t_20211024_919462_1,-120273844#1_1,-120273887#1_1,truck,61.00,574.73,0.00,0.00,15.44,57.00,574.73,0.00,0.00,15.09
t_20211107_300218_15,-120273844#1_1,-120273887#1_1,truck,59.00,574.73,0.00,0.00,15.58,57.00,574.73,0.00,0.00,14.83
t_20211114_3082825_1,635620393#1_0,635620393#0_0,DEFAULT_VEHTYPE,91.00,741.84,7.00,0.00,29.45,92.00,741.84,8.00,0.00,32.40
t_20211128_1639976_1,233696887#1_1,233696887#0_1,DEFAULT_VEHTYPE,48.00,551.33,0.00,0.00,11.34,117.00,551.33,49.00,0.00,60.52
t_20211128_1146526_51,-277743732#1_1,120273844#1_1,truck,57.00,575.57,0.00,0.00,17.67,61.00,575.57,0.00,0.00,19.65
t_20211024_1520512_1,137066290#0_1,995974549#5_1,DEFAULT_VEHTYPE,62.00,718.28,0.00,0.00,10.90,69.00,718.28,0.00,0.00,10.91
t_20211128_878744_1,646823318#7_0,646823318#11_0,DEFAULT_VEHTYPE,50.00,643.35,0.00,0.00,5.69,40.00,643.35,0.00,0.00,4.85
t_20211017_382597_1,-819169272#4_1,819169272#4_1,truck,67.00,659.04,0.00,0.00,16.19,66.00,659.04,0.00,0.00,16.04
t_20211114_614538_23,651354807#3_0,651351926#4_0,DEFAULT_VEHTYPE,67.00,829.91,0.00,0.00,10.15,65.00,829.91,0.00,0.00,8.83
t_20211114_492459_42,-277743732#1_1,120273844#1_1,truck,69.00,575.57,3.00,0.00,26.10,61.00,575.57,0.00,0.00,16.28
t_20211003_3859185_1,79292405#9_1,-79292405#9_1,truck,117.00,1026.57,4.00,0.00,39.58,112.00,1026.57,1.00,0.00,33.30
t_20211031_1126928_6,-798745729#4_1,277743732#1_1,DEFAULT_VEHTYPE,132.00,803.33,52.00,0.00,71.28,138.00,803.33,47.00,0.00,68.96
t_20211128_2147774_36,-277743732#1_1,-229142916#37_1,truck,128.00,1283.87,8.00,0.00,39.23,123.00,1283.87,8.00,0.00,41.20
t_20211003_1650323_1,-268014002#3_1,-589651779_1,DEFAULT_VEHTYPE,128.00,1365.10,0.00,0.00,15.80,116.00,1365.10,0.00,0.00,15.42
t_20211003_125463_1,101977326#17_1,890899884#3_1,truck,76.00,698.99,0.00,0.00,19.35,73.00,698.99,0.00,0.00,19.19
t_20211121_315741_1,-95518297#6_1,-893581524#8_1,DEFAULT_VEHTYPE,142.00,1790.99,0.00,0.00,14.35,142.00,1790.99,0.00,0.00,13.80
t_20211017_3694658_1,-128193091#1_1,43992701#2_0,DEFAULT_VEHTYPE,134.00,2363.53,0.00,0.00,18.60,148.00,2363.53,0.00,0.00,16.15
t_20211010_1990836_1,137066290#0_1,995974549#5_1,DEFAULT_VEHTYPE,63.00,718.28,0.00,0.00,10.93,64.00,718.28,0.00,0.00,11.47
t_20211010_893361_1,-28186168#6_1,-34057828#0_1,DEFAULT_VEHTYPE,127.00,1255.74,0.00,0.00,24.04,104.00,1255.74,0.00,0.00,22.78
t_20211017_4243115_1,693697751#4_1,102170283#6_1,DEFAULT_VEHTYPE,58.00,703.62,0.00,0.00,16.27,62.00,703.62,0.00,0.00,11.90
t_20211017_2743732_1,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,94.00,632.69,20.00,0.00,47.36,91.00,632.69,20.00,0.00,44.03
t_20211010_4170641_1,119607760#0_1,-119607760#0_1,DEFAULT_VEHTYPE,85.00,889.34,0.00,0.00,13.35,98.00,889.34,0.00,0.00,14.27
t_20211107_2663856_1,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,84.00,632.69,3.00,0.00,37.39,81.00,632.69,2.00,0.00,40.70
t_20211017_952346_1,314944599#6_1,113387428#4_1,DEFAULT_VEHTYPE,126.00,1227.28,24.00,0.00,45.15,140.00,1227.28,17.00,0.00,38.49
t_20211121_4427719_4,223489476#2_1,-102695201#0_1,DEFAULT_VEHTYPE,118.00,1270.98,0.00,0.00,19.80,122.00,1270.98,0.00,0.00,30.81
t_20211024_733386_22,120955775_1,-120956713#0_1,DEFAULT_VEHTYPE,78.00,741.35,0.00,0.00,10.02,64.00,741.35,0.00,0.00,12.10
t_20211024_1654075_1,1019653112_0,120162123#1_1,DEFAULT_VEHTYPE,83.00,856.44,2.00,0.00,14.44,67.00,856.44,0.00,0.00,9.24
t_20211024_2843325_9,223489476#1_1,-102695201#0_1,DEFAULT_VEHTYPE,140.00,1615.81,0.00,0.00,22.81,144.00,1615.81,0.00,0.00,34.04
t_20211128_4620178_4,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,84.00,632.69,8.00,0.00,39.60,77.00,632.69,0.00,0.00,29.35
t_20211128_2434880_1,-38104421#13_1,127016714#1_1,DEFAULT_VEHTYPE,147.00,1315.42,32.00,0.00,56.13,149.00,1315.42,27.00,0.00,48.12
t_20211107_840896_1,1189269490#0_1,-1189269490#0_1,truck,72.00,734.11,0.00,0.00,19.94,74.00,734.11,0.00,0.00,20.31
t_20211017_3235594_1,120048985#1_1,-120048985#1_1,DEFAULT_VEHTYPE,61.00,590.33,0.00,0.00,10.49,67.00,590.33,0.00,0.00,11.50
t_20211107_4040665_1,312362939#1_0,-136789962#0_1,DEFAULT_VEHTYPE,113.00,933.87,10.00,0.00,32.91,104.00,933.87,12.00,0.00,34.81
t_20211003_522642_1,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,77.00,632.69,6.00,0.00,31.01,70.00,632.69,4.00,0.00,21.75
t_20211128_1158657_9,223489476#1_1,-223489476#1_1,truck,142.00,1496.74,0.00,0.00,39.08,156.00,1496.74,16.00,0.00,50.07
t_20211128_2128247_1,120880428#0_1,-483436969_1,DEFAULT_VEHTYPE,115.00,1487.56,0.00,0.00,21.13,112.00,1487.56,0.00,0.00,23.23
t_20211003_667812_1,-120273844#1_1,-120273887#1_1,DEFAULT_VEHTYPE,51.00,578.46,0.00,0.00,12.14,88.00,576.83,25.00,0.00,38.14
t_20211017_2288624_1,312362938#53_0,28166570#18_1,DEFAULT_VEHTYPE,119.00,1087.12,32.00,0.00,51.60,119.00,1087.12,23.00,0.00,42.51
t_20211010_1095944_1,-120273844#1_1,-120273887#1_1,DEFAULT_VEHTYPE,51.00,578.46,0.00,0.00,11.13,85.00,576.83,22.00,0.00,36.31
t_20211107_4746517_2,-627749909#0_1,-662816763#3_1,DEFAULT_VEHTYPE,100.00,731.71,33.00,0.00,51.45,100.00,731.71,13.00,0.00,27.84
t_20211010_990796_1,156945875#0_1,-124963612#5_1,DEFAULT_VEHTYPE,105.00,1449.25,0.00,0.00,22.05,164.00,1449.25,29.00,0.00,53.66
t_20211024_1636310_2,646823318#11_0,378317391#16_0,DEFAULT_VEHTYPE,74.00,712.21,0.00,0.00,14.73,67.00,712.21,0.00,0.00,14.41
t_20211121_3971667_1,563856389#7_1,919817854_1,DEFAULT_VEHTYPE,139.00,1194.40,34.00,0.00,60.53,140.00,1194.40,33.00,0.00,59.22
t_20211010_4243531_1,-102695241#0_1,-100827870#1_1,DEFAULT_VEHTYPE,179.00,1693.74,24.00,0.00,53.62,206.00,1693.74,47.00,0.00,75.09
t_20211003_242185_1,763210011#4_0,378317388#35_1,DEFAULT_VEHTYPE,109.00,645.10,48.00,0.00,62.62,107.00,645.10,48.00,0.00,65.12
t_20211107_4629293_1,119770963_1,-119770963_1,DEFAULT_VEHTYPE,72.00,629.14,0.00,0.00,12.73,61.00,629.14,0.00,0.00,12.92
t_20211003_502456_19,-120273844#1_1,-120273887#1_1,DEFAULT_VEHTYPE,62.00,576.83,0.00,0.00,8.87,54.00,578.46,0.00,0.00,10.04
t_20211003_144569_1,651201554_0,430333963#1_0,DEFAULT_VEHTYPE,132.00,1375.64,22.00,0.00,42.63,132.00,1375.64,25.00,0.00,45.76
t_20211010_2205043_1,-120273844#1_1,-120273887#1_1,DEFAULT_VEHTYPE,55.00,576.83,0.00,0.00,10.17,54.00,578.46,0.00,0.00,9.97
t_20211114_569335_1,-127200781#1_1,243877276#1_0,DEFAULT_VEHTYPE,143.00,1618.99,0.00,0.00,24.60,125.00,1618.99,0.00,0.00,25.89
t_20211107_3689245_39,-1013421828_1,1013421828_1,DEFAULT_VEHTYPE,93.00,994.35,0.00,0.00,15.58,102.00,994.35,0.00,0.00,14.68
t_20211114_2967060_4,102695201#0_1,-223489476#2_1,DEFAULT_VEHTYPE,114.00,1272.72,3.00,0.00,28.22,104.00,1272.72,0.00,0.00,21.48
t_20211017_2724362_1,225071042#7_1,112187020#13_1,DEFAULT_VEHTYPE,170.00,1947.27,28.00,0.00,59.51,171.00,1947.27,27.00,0.00,58.33
t_20211003_442512_1,-120955715_1,-120956297_1,truck,120.00,1170.36,9.00,0.00,35.40,120.00,1170.36,10.00,0.00,38.15
t_20211017_279863_1,-120273844#1_1,-120273887#1_1,DEFAULT_VEHTYPE,49.00,578.46,0.00,0.00,11.75,50.00,578.46,0.00,0.00,11.68
t_20211128_990638_1,808277658#3_0,808277659#1_0,DEFAULT_VEHTYPE,151.00,1424.65,37.00,0.00,59.20,152.00,1424.65,32.00,0.00,53.33
t_20211121_4452010_1,120274340#1_1,58473437#28_1,DEFAULT_VEHTYPE,126.00,1566.67,0.00,0.00,16.80,129.00,1566.67,0.00,0.00,14.30
t_20211107_2104310_1,934904301#0_0,971263707#0_0,DEFAULT_VEHTYPE,113.00,810.09,41.00,0.00,52.55,106.00,810.09,43.00,0.00,56.52
t_20211114_363209_6,-229484052#6_1,-48390571#2_1,DEFAULT_VEHTYPE,168.00,1218.71,66.00,0.00,104.66,169.00,1218.71,57.00,0.00,89.39
t_20211024_940096_1,-124024493#12_1,916532678_1,DEFAULT_VEHTYPE,196.00,1079.30,79.00,0.00,110.39,187.00,1079.30,89.00,0.00,120.22
t_20211017_1067634_1,-133720488#6_1,-137065768#1_1,DEFAULT_VEHTYPE,195.00,1685.67,47.00,0.00,82.60,211.00,1685.67,41.00,0.00,75.74
t_20211031_238362_6,378600191#0_1,-1202492712#20_1,DEFAULT_VEHTYPE,150.00,1611.85,40.00,0.00,67.37,153.00,1611.85,33.00,0.00,58.21
t_20211031_3427129_1,120046669_1,1205652775#1_1,DEFAULT_VEHTYPE,94.00,1052.46,0.00,0.00,16.93,99.00,1052.46,0.00,0.00,15.26
t_20211031_1270320_1,-102695241#0_1,128008526#1_1,DEFAULT_VEHTYPE,117.00,916.87,25.00,0.00,48.64,111.00,916.87,8.00,0.00,39.87
t_20211031_821220_1,-102422858#1_1,102422675#5_1,DEFAULT_VEHTYPE,203.00,1304.14,79.00,0.00,106.29,199.00,1304.14,83.00,0.00,108.14
t_20211017_4835898_1,119605171_1,224575999#0_1,DEFAULT_VEHTYPE,61.00,743.21,0.00,0.00,11.48,65.00,743.21,0.00,0.00,10.86
t_20211107_574586_1,120273887#0_1,120273844#1_1,DEFAULT_VEHTYPE,111.00,630.31,43.00,0.00,68.18,54.00,630.31,0.00,0.00,11.59
t_20211017_1664788_4,223489476#2_1,102695241#0_1,DEFAULT_VEHTYPE,234.00,2043.16,64.00,0.00,97.16,244.00,2043.16,47.00,0.00,79.35
t_20211024_4370586_1,-28127746#7_1,28186391#1_1,DEFAULT_VEHTYPE,156.00,1099.62,61.00,0.00,87.35,156.00,1099.62,43.00,0.00,70.70
t_20211107_1221566_14,120956847#1_1,120955758#9_1,DEFAULT_VEHTYPE,228.00,2391.90,10.00,0.00,40.67,228.00,2391.90,19.00,0.00,49.78
t_20211031_1000921_1,-127014320#0_1,127014320#0_1,truck,72.00,724.58,0.00,0.00,19.66,74.00,724.58,0.00,0.00,19.63
t_20211128_745526_9,223489476#1_1,102695241#0_1,DEFAULT_VEHTYPE,228.00,2387.99,35.00,0.00,66.12,315.00,2387.99,75.00,0.00,109.59
t_20211128_550664_1,-58473437#28_1,58473437#28_1,DEFAULT_VEHTYPE,115.00,649.81,45.00,0.00,66.77,115.00,649.81,47.00,0.00,72.35
t_20211003_1745131_1,888546347#6_1,483837892#2_1,DEFAULT_VEHTYPE,143.00,1203.11,36.00,0.00,58.90,135.00,1203.11,43.00,0.00,66.59
t_20211024_2362074_34,120956847#1_1,120955758#9_1,DEFAULT_VEHTYPE,228.00,2391.90,0.00,0.00,29.73,227.00,2391.90,3.00,0.00,32.73
t_20211114_4493829_1,120956847#1_1,120955758#9_1,DEFAULT_VEHTYPE,201.00,2391.90,0.00,0.00,33.83,201.00,2391.90,1.00,0.00,36.83
t_20211003_1223003_5,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,92.00,632.69,22.00,0.00,49.15,91.00,632.69,24.00,0.00,50.50
t_20211107_348283_80,120273887#1_1,120273844#1_1,truck,67.00,575.09,0.00,0.00,19.80,113.00,576.73,42.00,0.00,72.57
t_20211107_3360658_6,326224748#3_1,651497890_0,DEFAULT_VEHTYPE,121.00,945.02,20.00,0.00,54.89,124.00,945.02,13.00,0.00,45.45
t_20211003_1001925_1,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,88.00,632.69,12.00,0.00,39.29,88.00,632.69,15.00,0.00,41.31
t_20211010_261283_20,120273887#1_1,120273844#1_1,truck,65.00,575.09,0.00,0.00,20.08,160.00,576.73,84.00,0.00,117.93
t_20211003_868493_1,102695201#1_1,102695241#0_1,truck,155.00,1192.10,38.00,0.00,68.80,159.00,1192.10,40.00,0.00,72.14
t_20211128_333410_1,-120273844#1_1,-120273887#1_1,DEFAULT_VEHTYPE,58.00,576.83,0.00,0.00,11.30,52.00,578.46,0.00,0.00,16.14
t_20211010_2000715_1,846888239#0_0,43992701#2_0,DEFAULT_VEHTYPE,225.00,4776.53,0.00,0.00,32.43,304.00,4776.53,38.00,0.00,74.66
t_20211031_4775678_1,120046251#1_1,1205652785#3_1,DEFAULT_VEHTYPE,193.00,1413.94,54.00,0.00,75.46,112.00,1413.94,12.00,0.00,27.18
t_20211017_3420922_1,233696887#1_1,233696887#0_1,DEFAULT_VEHTYPE,97.00,551.33,40.00,0.00,53.49,98.00,551.33,40.00,0.00,53.69
t_20211017_534270_1,120273887#1_1,798745729#4_1,DEFAULT_VEHTYPE,94.00,775.18,21.00,0.00,46.51,94.00,775.18,24.00,0.00,42.60
t_20211003_1589338_1,120956713#0_1,120955715_1,DEFAULT_VEHTYPE,82.00,831.73,0.00,0.00,10.63,97.00,831.73,0.00,0.00,10.82
t_20211017_3084324_1,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,71.00,632.69,0.00,0.00,19.31,81.00,632.69,8.00,0.00,33.17
t_20211017_3234385_1,120955775_1,-120957314_1,DEFAULT_VEHTYPE,68.00,723.62,0.00,0.00,15.04,69.00,723.62,1.00,0.00,15.78
t_20211024_839182_1,-162056963#6_1,-100827870#1_1,DEFAULT_VEHTYPE,136.00,1496.62,0.00,0.00,25.45,158.00,1496.62,0.00,0.00,23.47
t_20211003_170693_1,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,67.00,632.69,1.00,0.00,25.17,81.00,632.69,9.00,0.00,30.42
t_20211031_3544951_1,120956297_1,-120956297_1,DEFAULT_VEHTYPE,89.00,849.38,0.00,0.00,24.42,101.00,849.38,0.00,0.00,22.32
t_20211107_379503_1,-321107542#1_1,321107542#1_1,DEFAULT_VEHTYPE,171.00,1981.38,0.00,0.00,16.07,153.00,1981.38,0.00,0.00,14.19
t_20211121_108832_1,120036775#1_1,1191434222_0,DEFAULT_VEHTYPE,207.00,1743.01,22.00,0.00,47.50,194.00,1743.01,45.00,0.00,70.43
t_20211003_4566200_1,127199115#0_1,100827869#8_1,DEFAULT_VEHTYPE,153.00,923.65,73.00,0.00,95.41,161.00,923.65,63.00,0.00,84.84
t_20211017_178845_17,120273887#1_1,798745729#4_1,DEFAULT_VEHTYPE,74.00,775.18,0.00,0.00,17.20,152.00,775.18,57.00,0.00,107.38
t_20211114_273568_5,1188207865#3_1,-1019666874#3_1,DEFAULT_VEHTYPE,205.00,1299.31,58.00,0.00,103.30,204.00,1299.31,58.00,0.00,101.24
t_20211017_712556_1,223489476#1_1,-223489476#1_1,truck,159.00,1496.74,9.00,0.00,46.07,134.00,1496.74,0.00,0.00,31.29
t_20211031_835218_1,605105364#3_1,233696887#1_1,DEFAULT_VEHTYPE,53.00,541.62,0.00,0.00,10.62,55.00,541.62,0.00,0.00,9.74
t_20211024_2738405_1,426156937#0_1,-426156937#0_1,truck,127.00,1807.67,0.00,0.00,17.35,133.00,1807.67,0.00,0.00,17.25
t_20211107_1058747_18,-120273844#1_1,-120273887#1_1,truck,68.00,576.36,2.00,0.00,22.72,59.00,576.36,0.00,0.00,16.62
t_20211017_377637_1,120273887#0_1,120273844#1_1,truck,75.00,629.85,5.00,0.00,30.74,155.00,629.85,63.00,0.00,107.90
t_20211114_3667711_1,244906555#2_1,627749909#0_1,DEFAULT_VEHTYPE,139.00,1299.59,26.00,0.00,46.54,140.00,1299.59,25.00,0.00,44.08
t_20211128_1938356_1,119607760#0_1,-119607760#0_1,DEFAULT_VEHTYPE,87.00,889.34,0.00,0.00,14.85,92.00,889.34,0.00,0.00,12.94
t_20211017_102175_1,-156953315#3_1,-56178828#3_1,DEFAULT_VEHTYPE,177.00,1955.08,38.00,0.00,70.98,201.00,1955.08,25.00,0.00,60.39
t_20211031_475907_17,-120273844#1_1,-120273887#1_1,DEFAULT_VEHTYPE,64.00,578.46,1.00,0.00,25.00,59.00,576.83,0.00,0.00,9.46
t_20211010_1055501_21,180099700#0_1,127199105#5_1,DEFAULT_VEHTYPE,209.00,1593.24,47.00,0.00,74.86,211.00,1593.24,44.00,0.00,76.81
t_20211024_644161_1,28185621#15_1,-459548652#1_1,truck,159.00,1399.68,43.00,0.00,64.53,161.00,1399.68,41.00,0.00,64.74
t_20211010_2287923_1,233696887#1_1,233696887#0_1,DEFAULT_VEHTYPE,61.00,551.33,0.00,0.00,11.30,91.00,573.91,34.00,0.00,46.84
t_20211010_2254468_1,849961298#3_1,32133016#0_1,DEFAULT_VEHTYPE,181.00,1285.06,64.00,0.00,90.08,181.00,1285.06,66.00,0.00,89.98
t_20211128_3543038_1,-119571679#1_1,-119571046_1,DEFAULT_VEHTYPE,67.00,664.41,0.00,0.00,9.42,58.00,664.41,0.00,0.00,7.97
t_20211114_4883016_1,-396031661#2_1,819169272#4_1,DEFAULT_VEHTYPE,253.00,3317.42,7.00,0.00,48.35,351.00,3317.42,83.00,0.00,127.27
t_20211017_4664352_1,-102802609#3_1,934882308#0_1,DEFAULT_VEHTYPE,222.00,1853.62,66.00,0.00,101.72,225.00,1853.62,72.00,0.00,118.26
t_20211031_3544951_2,120956713#0_1,120955715_1,DEFAULT_VEHTYPE,75.00,831.73,0.00,0.00,10.52,72.00,831.73,0.00,0.00,10.29
t_20211031_2061871_1,-1013421828_1,1013421828_1,DEFAULT_VEHTYPE,96.00,994.35,4.00,0.00,23.61,91.00,994.35,0.00,0.00,16.51
t_20211128_990638_2,609841415#0_0,75035978#3_1,DEFAULT_VEHTYPE,107.00,1541.31,0.00,0.00,19.71,114.00,1541.31,0.00,0.00,18.83
t_20211128_149036_1,223489476#1_1,-223489476#1_1,truck,137.00,1496.74,0.00,0.00,30.73,136.00,1496.74,0.00,0.00,28.11
t_20211107_2800895_10,120273887#1_1,798745729#4_1,DEFAULT_VEHTYPE,212.00,725.79,128.00,0.00,160.91,161.00,796.28,71.00,0.00,100.55
t_20211003_930501_1,119611696#0_1,119611983_1,DEFAULT_VEHTYPE,176.00,1867.74,16.00,0.00,45.78,171.00,1867.74,22.00,0.00,53.57
t_20211128_3575003_1,124049264#1_1,28168270#33_1,DEFAULT_VEHTYPE,260.00,1621.88,113.00,0.00,159.11,260.00,1621.88,115.00,0.00,162.80
t_20211024_2797137_1,162057025_1,162056965#2_1,DEFAULT_VEHTYPE,118.00,586.60,60.00,0.00,76.49,119.00,586.60,60.00,0.00,77.14
t_20211128_2289227_1,863465221#6_1,-119304280#2_1,DEFAULT_VEHTYPE,220.00,1981.46,31.00,0.00,81.55,219.00,1981.46,50.00,0.00,100.50
t_20211128_3846310_1,-120955758#9_1,-120956297_1,truck,165.00,1318.10,42.00,0.00,68.57,158.00,1318.10,42.00,0.00,69.63
t_20211024_1636310_3,646823318#23_0,1277705896#4_0,DEFAULT_VEHTYPE,62.00,866.66,0.00,0.00,5.59,62.00,866.66,0.00,0.00,5.64
t_20211114_3413740_1,53638243#2_1,-580835182#15_1,DEFAULT_VEHTYPE,262.00,2135.93,62.00,0.00,94.60,264.00,2135.93,23.00,0.00,54.86
t_20211031_511105_2,378376548#1_0,378376548#0_0,DEFAULT_VEHTYPE,110.00,1401.73,0.00,0.00,20.16,176.00,1401.73,44.00,0.00,68.70
t_20211017_1033612_1,120273887#1_1,798745729#4_1,DEFAULT_VEHTYPE,167.00,725.79,75.00,0.00,117.11,87.00,725.79,4.00,0.00,29.42
t_20211128_1862020_1,673531871#0_1,-48390571#2_1,DEFAULT_VEHTYPE,220.00,2730.00,5.00,0.00,32.85,268.00,2730.00,5.00,0.00,35.36
t_20211017_3012157_1,58610487#5_0,-120158929#1_1,DEFAULT_VEHTYPE,180.00,1261.53,77.00,0.00,97.85,178.00,1261.53,72.00,0.00,94.42
t_20211017_506969_1,808277658#3_0,137028292#1_1,DEFAULT_VEHTYPE,146.00,1761.89,0.00,0.00,22.69,157.00,1779.50,0.00,0.00,25.34
t_20211107_457544_5,-102695241#0_1,-223489476#2_1,DEFAULT_VEHTYPE,256.00,2042.40,50.00,0.00,81.98,261.00,2042.40,49.00,0.00,108.55
t_20211107_134091_1,120273887#1_1,120273844#1_1,truck,74.00,576.73,9.00,0.00,29.76,64.00,575.09,0.00,0.00,17.90
t_20211024_1368959_1,797365203#22_0,229479218#2_1,DEFAULT_VEHTYPE,268.00,2904.84,65.00,0.00,89.93,213.00,2904.84,33.00,0.00,51.62
t_20211024_738056_1,426156937#0_1,-120956613#0_1,DEFAULT_VEHTYPE,173.00,2043.92,0.00,0.00,21.44,155.00,2043.92,0.00,0.00,22.49
t_20211024_1059023_1,1169288440_1,-1169288440_1,DEFAULT_VEHTYPE,103.00,1278.28,0.00,0.00,17.07,105.00,1278.28,0.00,0.00,18.25
t_20211031_4456369_1,56396574#3_1,229479218#2_1,DEFAULT_VEHTYPE,289.00,1729.48,115.00,0.00,163.67,288.00,1729.48,125.00,0.00,170.43
t_20211114_101172_4,-156954147#3_1,-472323987#17_1,DEFAULT_VEHTYPE,77.00,875.76,0.00,0.00,14.01,71.00,875.76,0.00,0.00,15.60
t_20211010_874602_1,260651681_1,127199257#1_1,DEFAULT_VEHTYPE,260.00,1925.16,79.00,0.00,128.20,257.00,1925.16,82.00,0.00,131.26
t_20211024_2343329_1,135978782#2_1,888773097#8_1,DEFAULT_VEHTYPE,132.00,967.20,36.00,0.00,66.30,136.00,967.20,35.00,0.00,59.31
t_20211003_692987_34,-120273844#1_1,-120273887#1_1,DEFAULT_VEHTYPE,74.00,578.46,12.00,0.00,30.94,55.00,578.46,0.00,0.00,10.76
t_20211003_3497055_2,120273887#1_1,120273844#1_1,truck,64.00,576.73,0.00,0.00,18.22,114.00,575.57,44.00,0.00,70.54
t_20211031_3960125_1,128194491_1,229626861#3_1,DEFAULT_VEHTYPE,229.00,2245.56,26.00,0.00,85.67,233.00,2245.56,22.00,0.00,78.07
t_20211128_3778530_3,79292405#9_1,-79292405#9_1,truck,109.00,1026.57,0.00,0.00,33.85,117.00,1026.57,4.00,0.00,35.49
t_20211010_247431_1,1184576352#2_1,-1184576352#2_1,DEFAULT_VEHTYPE,68.00,782.18,0.00,0.00,13.96,89.00,782.18,0.00,0.00,14.24
t_20211121_580193_1,-819169272#4_1,-744555677#56_1,DEFAULT_VEHTYPE,249.00,2834.71,13.00,0.00,51.63,342.00,2834.71,92.00,0.00,135.23
t_20211003_3849036_1,438367202#0_0,44351425#7_0,DEFAULT_VEHTYPE,301.00,6742.83,0.00,0.00,37.04,335.00,6742.83,0.00,0.00,34.77
t_20211107_60252_3,-120162123#1_1,1188020939#0_1,DEFAULT_VEHTYPE,116.00,1408.51,0.00,0.00,14.44,117.00,1408.51,0.00,0.00,16.07
t_20211010_3595281_1,-1017258316#3_1,756131902#3_1,DEFAULT_VEHTYPE,102.00,874.26,22.00,0.00,51.93,111.00,874.26,20.00,0.00,46.20
t_20211003_164423_10,491244288_0,691260517#2_1,DEFAULT_VEHTYPE,215.00,1692.93,66.00,0.00,94.28,218.00,1692.93,55.00,0.00,85.72
t_20211003_1196248_1,-799311092#12_1,-24994544#26_1,truck,193.00,1720.00,54.00,0.00,88.89,193.00,1720.00,53.00,0.00,88.83
t_20211017_265335_1,120273887#0_1,-119614880#2_1,DEFAULT_VEHTYPE,293.00,2955.84,20.00,0.00,108.56,295.00,2955.84,38.00,0.00,108.56
t_20211114_4468205_1,-627750917#12_1,-662816763#3_1,DEFAULT_VEHTYPE,76.00,742.27,4.00,0.00,19.78,58.00,742.27,0.00,0.00,15.25
t_20211031_3204612_1,766811227#11_1,-119314675#3_1,DEFAULT_VEHTYPE,52.00,614.09,0.00,0.00,10.74,56.00,614.09,0.00,0.00,11.31
t_20211121_2145158_1,434955698_0,-137065768#1_1,DEFAULT_VEHTYPE,318.00,3619.08,35.00,0.00,89.55,328.00,3619.08,43.00,0.00,98.35
t_20211017_4279140_1,226480390#1_1,-888762367#0_1,truck,199.00,1892.10,30.00,0.00,79.67,200.00,1892.10,24.00,0.00,64.03
t_20211017_4086296_1,102695201#1_1,47359172#1_1,DEFAULT_VEHTYPE,185.00,1721.45,40.00,0.00,72.83,182.00,1721.45,44.00,0.00,79.66
t_20211017_2991090_1,1097425650#2_1,-199575555#3_1,DEFAULT_VEHTYPE,89.00,872.36,14.00,0.00,35.41,148.00,872.30,57.00,0.00,78.76
t_20211024_4411919_1,-102695241#0_1,-100827870#1_1,DEFAULT_VEHTYPE,208.00,1693.74,44.00,0.00,105.78,225.00,1693.74,35.00,0.00,85.87
